waktu,slot1,slot2,slot3,slot4,slot5,slot6,slot7,hari
0:40:00,0,0,0,0,0,0,0,Senin
0:41:00,1,0,0,0,1,0,0,Senin
0:42:00,0,0,0,0,0,0,0,Senin
0:43:00,0,0,0,0,0,0,0,Senin
0:44:00,1,0,0,0,0,0,0,Senin
0:45:00,0,0,0,0,1,0,0,Senin
0:46:00,1,0,0,0,0,0,0,Senin
0:47:00,0,0,0,0,0,0,0,Senin
0:48:00,0,0,0,0,0,0,0,Senin
0:49:00,0,0,1,0,0,0,0,Senin
0:50:00,0,1,0,0,0,0,0,Senin
0:51:00,0,0,0,0,0,0,0,Senin
0:52:00,0,0,0,0,0,0,0,Senin
0:53:00,0,0,0,0,1,0,1,Senin
0:54:00,0,1,0,1,0,0,1,Senin
0:55:00,0,0,0,0,0,1,0,Senin
0:56:00,0,0,0,0,0,0,0,Senin
0:57:00,0,0,0,0,0,0,1,Senin
0:58:00,0,0,0,0,0,0,0,Senin
0:59:00,0,0,0,0,0,1,0,Senin
1:00:00,0,0,0,0,0,0,0,Senin
1:01:00,0,0,0,0,0,0,0,Senin
1:02:00,0,0,0,0,0,0,0,Senin
1:03:00,0,0,0,0,1,0,0,Senin
1:04:00,0,0,0,0,0,1,0,Senin
1:05:00,0,0,0,0,0,0,0,Senin
1:06:00,0,0,0,0,0,0,0,Senin
1:07:00,1,0,0,0,0,0,0,Senin
1:08:00,0,0,0,0,0,0,0,Senin
1:09:00,0,0,0,0,0,0,1,Senin
1:10:00,0,1,0,0,0,0,0,Senin
1:11:00,0,0,0,0,0,0,0,Senin
1:12:00,0,0,0,0,0,0,0,Senin
1:13:00,0,0,0,0,0,0,0,Senin
1:14:00,0,0,0,0,0,0,0,Senin
1:15:00,0,0,0,0,0,0,0,Senin
1:16:00,0,0,0,0,0,0,0,Senin
1:17:00,0,0,0,0,0,0,0,Senin
1:18:00,0,0,0,0,0,0,0,Senin
1:19:00,0,0,0,0,0,0,0,Senin
1:20:00,0,1,0,1,0,0,0,Senin
1:21:00,0,0,0,0,0,0,0,Senin
1:22:00,0,0,0,1,0,1,0,Senin
1:23:00,0,0,0,1,1,0,0,Senin
1:24:00,0,0,0,0,0,0,0,Senin
1:25:00,0,0,0,0,0,0,0,Senin
1:26:00,0,0,0,0,0,0,0,Senin
1:27:00,0,0,0,0,0,0,0,Senin
1:28:00,0,0,0,1,0,0,0,Senin
1:29:00,0,1,0,0,0,0,1,Senin
1:30:00,0,0,0,0,0,0,0,Senin
1:31:00,0,0,0,0,0,0,0,Senin
1:32:00,1,0,0,0,1,0,0,Senin
1:33:00,0,0,0,0,0,0,0,Senin
1:34:00,0,0,0,0,0,0,0,Senin
1:35:00,0,0,0,0,0,0,0,Senin
1:36:00,0,1,0,0,0,0,0,Senin
1:37:00,0,0,0,0,0,0,0,Senin
1:38:00,0,0,0,0,0,0,0,Senin
1:39:00,1,0,0,0,0,0,0,Senin
1:40:00,0,0,0,0,0,0,0,Senin
1:41:00,0,0,0,1,0,0,0,Senin
1:42:00,0,0,0,0,0,0,0,Senin
1:43:00,0,0,0,0,0,0,0,Senin
1:44:00,0,0,0,0,0,0,0,Senin
1:45:00,0,1,0,0,0,0,0,Senin
1:46:00,0,0,0,0,1,0,0,Senin
1:47:00,0,0,0,0,0,1,0,Senin
1:48:00,0,1,1,0,0,0,0,Senin
1:49:00,0,0,0,0,0,0,0,Senin
1:50:00,0,0,0,0,0,0,0,Senin
1:51:00,0,0,0,0,0,0,0,Senin
1:52:00,0,1,0,0,0,0,0,Senin
1:53:00,0,0,0,0,1,0,0,Senin
1:54:00,0,0,0,0,0,0,0,Senin
1:55:00,1,0,0,0,0,0,0,Senin
1:56:00,0,0,0,0,0,0,0,Senin
1:57:00,0,0,0,0,0,0,0,Senin
1:58:00,0,0,0,1,0,0,0,Senin
1:59:00,0,0,0,0,0,0,0,Senin
2:00:00,0,0,0,0,0,0,0,Senin
2:01:00,0,0,0,0,0,0,0,Senin
2:02:00,0,0,0,0,0,1,0,Senin
2:03:00,1,0,0,0,0,0,0,Senin
2:04:00,0,0,0,0,1,0,0,Senin
2:05:00,0,1,0,0,0,0,0,Senin
2:06:00,0,0,0,0,0,0,0,Senin
2:07:00,0,0,0,0,0,1,0,Senin
2:08:00,0,0,1,0,0,0,0,Senin
2:09:00,0,1,0,0,0,0,0,Senin
2:10:00,0,0,0,0,0,0,0,Senin
2:11:00,0,0,0,1,0,0,0,Senin
2:12:00,0,0,0,0,0,0,1,Senin
2:13:00,0,0,0,0,0,1,0,Senin
2:14:00,0,0,0,0,0,0,0,Senin
2:15:00,0,0,0,0,0,0,0,Senin
2:16:00,0,0,0,0,0,0,0,Senin
2:17:00,0,0,0,0,0,0,0,Senin
2:18:00,0,0,0,0,0,0,0,Senin
2:19:00,0,0,0,0,0,0,0,Senin
2:20:00,0,0,0,0,0,0,0,Senin
2:21:00,0,0,0,0,0,0,0,Senin
2:22:00,0,0,0,0,0,0,1,Senin
2:23:00,0,0,1,1,0,0,0,Senin
2:24:00,0,0,1,0,0,0,0,Senin
2:25:00,0,0,0,0,0,0,0,Senin
2:26:00,0,1,0,0,0,0,0,Senin
2:27:00,0,0,1,0,0,0,0,Senin
2:28:00,0,0,0,0,0,1,0,Senin
2:29:00,0,0,0,0,0,0,0,Senin
2:30:00,0,0,1,0,1,0,0,Senin
2:31:00,0,0,0,0,0,0,0,Senin
2:32:00,0,0,0,0,0,0,0,Senin
2:33:00,0,0,1,0,0,0,0,Senin
2:34:00,0,0,0,0,0,1,0,Senin
2:35:00,0,0,0,0,0,0,0,Senin
2:36:00,0,0,0,0,0,0,0,Senin
2:37:00,0,0,0,0,0,1,1,Senin
2:38:00,0,0,1,0,0,0,0,Senin
2:39:00,0,0,0,0,0,0,1,Senin
2:40:00,0,0,0,0,0,1,0,Senin
2:41:00,0,0,0,0,0,1,0,Senin
2:42:00,0,0,0,0,0,1,0,Senin
2:43:00,0,0,1,0,0,0,0,Senin
2:44:00,0,0,0,0,0,1,0,Senin
2:45:00,0,0,0,0,0,0,0,Senin
2:46:00,0,0,0,0,0,0,0,Senin
2:47:00,0,0,0,0,0,0,0,Senin
2:48:00,0,0,0,1,0,0,0,Senin
2:49:00,0,0,0,0,0,0,0,Senin
2:50:00,0,0,0,0,0,0,0,Senin
2:51:00,0,0,0,0,0,0,0,Senin
2:52:00,0,0,0,1,0,0,0,Senin
2:53:00,0,0,0,0,0,0,0,Senin
2:54:00,0,0,0,0,0,1,1,Senin
2:55:00,0,0,1,0,0,0,1,Senin
2:56:00,0,0,0,0,0,0,1,Senin
2:57:00,0,0,1,0,0,0,0,Senin
2:58:00,0,0,0,0,0,0,0,Senin
2:59:00,0,0,0,0,1,0,0,Senin
3:00:00,0,0,1,0,0,0,0,Senin
3:01:00,0,0,0,0,0,0,0,Senin
3:02:00,0,0,0,0,1,0,0,Senin
3:03:00,0,0,0,0,0,0,0,Senin
3:04:00,1,0,1,0,1,0,0,Senin
3:05:00,0,0,0,0,0,0,1,Senin
3:06:00,0,0,0,0,0,0,1,Senin
3:07:00,1,0,1,0,1,0,0,Senin
3:08:00,0,0,0,1,0,0,0,Senin
3:09:00,0,0,0,1,0,0,1,Senin
3:10:00,0,0,0,0,1,0,0,Senin
3:11:00,0,0,0,0,0,0,0,Senin
3:12:00,0,0,0,0,0,0,0,Senin
3:13:00,0,0,0,0,0,0,0,Senin
3:14:00,0,1,0,0,0,0,0,Senin
3:15:00,0,0,0,1,1,0,0,Senin
3:16:00,0,0,0,0,0,1,0,Senin
3:17:00,0,0,1,1,0,0,0,Senin
3:18:00,0,0,0,0,0,1,0,Senin
3:19:00,0,0,0,1,1,0,0,Senin
3:20:00,0,0,0,0,0,0,0,Senin
3:21:00,1,1,0,1,0,0,0,Senin
3:22:00,0,0,0,0,0,0,0,Senin
3:23:00,0,0,0,1,0,0,0,Senin
3:24:00,0,1,0,0,0,0,0,Senin
3:25:00,0,0,0,0,0,0,0,Senin
3:26:00,0,0,0,0,0,0,0,Senin
3:27:00,0,0,0,0,0,0,0,Senin
3:28:00,0,0,1,0,0,0,0,Senin
3:29:00,1,0,0,0,0,0,0,Senin
3:30:00,0,0,0,0,0,0,0,Senin
3:31:00,0,0,0,0,1,0,1,Senin
3:32:00,0,0,0,0,0,0,0,Senin
3:33:00,1,0,0,0,0,0,0,Senin
3:34:00,0,0,0,0,0,1,0,Senin
3:35:00,0,0,1,0,0,0,0,Senin
3:36:00,0,0,0,1,0,1,0,Senin
3:37:00,0,0,0,0,0,0,0,Senin
3:38:00,0,0,0,0,0,1,0,Senin
3:39:00,0,1,0,1,0,0,0,Senin
3:40:00,0,0,0,0,0,0,1,Senin
3:41:00,0,0,0,0,0,0,0,Senin
3:42:00,0,0,1,0,0,0,1,Senin
3:43:00,0,0,0,0,0,0,1,Senin
3:44:00,0,0,0,0,0,1,0,Senin
3:45:00,0,0,0,0,0,0,0,Senin
3:46:00,0,0,0,0,0,1,0,Senin
3:47:00,1,0,0,0,0,0,0,Senin
3:48:00,1,0,0,0,0,0,0,Senin
3:49:00,0,0,0,0,0,0,0,Senin
3:50:00,1,1,0,0,0,0,0,Senin
3:51:00,0,0,0,0,1,0,0,Senin
3:52:00,0,0,1,0,0,0,0,Senin
3:53:00,0,0,0,0,0,0,0,Senin
3:54:00,0,1,0,0,0,0,0,Senin
3:55:00,0,0,1,0,0,0,0,Senin
3:56:00,1,0,0,0,0,0,0,Senin
3:57:00,0,0,0,0,0,0,0,Senin
3:58:00,0,0,0,0,1,0,0,Senin
3:59:00,1,0,0,0,0,0,0,Senin
4:00:00,0,0,0,0,0,0,1,Senin
4:01:00,0,0,0,0,0,0,0,Senin
4:02:00,0,0,0,0,0,0,0,Senin
4:03:00,0,0,0,0,0,0,0,Senin
4:04:00,0,0,1,0,0,0,0,Senin
4:05:00,0,0,1,0,0,1,0,Senin
4:06:00,0,0,0,0,0,0,0,Senin
4:07:00,0,0,0,0,0,1,0,Senin
4:08:00,0,0,0,0,0,0,0,Senin
4:09:00,0,0,0,0,0,0,0,Senin
4:10:00,1,0,0,1,0,0,0,Senin
4:11:00,0,0,0,0,0,0,0,Senin
4:12:00,0,0,0,0,0,0,0,Senin
4:13:00,1,0,0,1,1,0,1,Senin
4:14:00,0,0,1,0,0,0,0,Senin
4:15:00,0,0,0,0,0,0,0,Senin
4:16:00,0,0,0,0,0,0,0,Senin
4:17:00,0,0,0,0,0,0,1,Senin
4:18:00,0,0,0,0,1,0,1,Senin
4:19:00,0,0,1,0,0,0,0,Senin
4:20:00,0,0,1,0,0,1,0,Senin
4:21:00,0,1,0,0,0,0,1,Senin
4:22:00,0,0,0,0,0,0,0,Senin
4:23:00,0,0,0,1,0,0,0,Senin
4:24:00,0,0,0,0,0,0,0,Senin
4:25:00,0,0,1,0,0,0,0,Senin
4:26:00,0,0,0,0,0,0,0,Senin
4:27:00,0,1,0,1,0,0,0,Senin
4:28:00,0,0,0,0,0,0,0,Senin
4:29:00,0,0,0,0,0,0,0,Senin
4:30:00,0,0,1,0,0,0,0,Senin
4:31:00,0,0,0,1,0,1,0,Senin
4:32:00,0,0,0,0,0,0,0,Senin
4:33:00,0,0,0,0,0,0,0,Senin
4:34:00,0,0,0,0,0,0,0,Senin
4:35:00,0,1,1,0,0,1,0,Senin
4:36:00,0,0,0,0,0,0,0,Senin
4:37:00,0,0,1,0,0,0,0,Senin
4:38:00,0,0,0,0,0,0,0,Senin
4:39:00,1,0,0,0,0,0,0,Senin
4:40:00,0,0,0,0,0,0,0,Senin
4:41:00,0,0,0,0,0,0,0,Senin
4:42:00,0,0,0,0,0,0,0,Senin
4:43:00,0,0,0,0,0,0,0,Senin
4:44:00,0,0,0,0,0,1,0,Senin
4:45:00,0,0,0,0,0,0,0,Senin
4:46:00,0,0,0,0,0,0,0,Senin
4:47:00,0,0,0,0,0,0,0,Senin
4:48:00,1,0,0,0,0,0,1,Senin
4:49:00,0,0,0,0,0,0,0,Senin
4:50:00,0,0,0,0,0,0,0,Senin
4:51:00,0,0,1,0,0,1,0,Senin
4:52:00,0,0,0,0,0,0,1,Senin
4:53:00,0,0,0,0,0,0,0,Senin
4:54:00,0,0,0,0,0,0,0,Senin
4:55:00,0,0,0,0,0,0,0,Senin
4:56:00,0,0,0,0,0,0,1,Senin
4:57:00,0,0,0,0,0,0,0,Senin
4:58:00,0,0,0,0,0,0,0,Senin
4:59:00,0,0,0,0,0,0,0,Senin
5:00:00,1,0,0,0,0,0,0,Senin
5:01:00,1,0,0,0,0,0,0,Senin
5:02:00,0,0,0,0,0,0,0,Senin
5:03:00,0,0,0,0,1,0,0,Senin
5:04:00,0,0,0,0,0,0,0,Senin
5:05:00,0,0,0,0,0,0,0,Senin
5:06:00,1,1,0,0,0,0,0,Senin
5:07:00,1,0,1,1,1,1,0,Senin
5:08:00,0,1,0,0,0,0,0,Senin
5:09:00,0,0,0,0,0,0,0,Senin
5:10:00,0,0,0,0,1,0,0,Senin
5:11:00,0,0,0,0,1,0,0,Senin
5:12:00,0,0,0,0,0,0,0,Senin
5:13:00,0,1,0,0,1,0,0,Senin
5:14:00,0,0,0,0,0,0,0,Senin
5:15:00,0,0,0,0,0,1,1,Senin
5:16:00,0,0,0,0,0,0,0,Senin
5:17:00,0,0,0,0,0,0,1,Senin
5:18:00,0,0,0,1,0,0,0,Senin
5:19:00,0,0,0,0,0,0,0,Senin
5:20:00,0,0,0,0,0,0,0,Senin
5:21:00,0,0,0,0,0,1,0,Senin
5:22:00,0,0,1,0,0,0,0,Senin
5:23:00,0,0,0,0,0,0,1,Senin
5:24:00,0,0,0,0,0,0,0,Senin
5:25:00,0,0,0,0,0,1,1,Senin
5:26:00,0,0,0,0,0,0,1,Senin
5:27:00,0,1,1,0,1,0,1,Senin
5:28:00,0,0,0,0,0,1,0,Senin
5:29:00,0,0,0,1,0,0,0,Senin
5:30:00,0,0,0,0,1,0,0,Senin
5:31:00,0,0,0,0,0,0,0,Senin
5:32:00,0,1,0,0,0,0,0,Senin
5:33:00,0,0,0,0,0,0,0,Senin
5:34:00,0,0,1,0,0,0,0,Senin
5:35:00,0,0,0,0,0,0,1,Senin
5:36:00,0,1,0,0,0,0,0,Senin
5:37:00,0,0,0,0,1,0,1,Senin
5:38:00,0,0,0,0,0,0,0,Senin
5:39:00,1,0,0,0,0,0,0,Senin
5:40:00,1,0,0,0,0,0,0,Senin
5:41:00,0,0,0,0,0,1,0,Senin
5:42:00,0,0,0,0,0,0,0,Senin
5:43:00,0,1,0,0,0,0,1,Senin
5:44:00,0,0,0,0,0,0,0,Senin
5:45:00,0,0,0,0,0,0,0,Senin
5:46:00,0,1,0,0,0,0,0,Senin
5:47:00,0,0,0,0,0,0,0,Senin
5:48:00,0,0,0,0,0,0,0,Senin
5:49:00,0,0,0,0,0,0,0,Senin
5:50:00,0,0,0,0,0,1,0,Senin
5:51:00,1,0,1,0,0,0,0,Senin
5:52:00,1,0,0,0,0,0,0,Senin
5:53:00,0,0,1,0,0,0,0,Senin
5:54:00,1,0,0,0,1,0,0,Senin
5:55:00,0,0,0,0,0,0,0,Senin
5:56:00,0,0,1,0,0,0,0,Senin
5:57:00,0,0,0,0,1,0,0,Senin
5:58:00,0,0,0,0,0,0,1,Senin
5:59:00,0,0,0,0,0,0,0,Senin
6:00:00,0,1,0,1,0,0,0,Senin
6:01:00,0,0,0,0,0,0,0,Senin
6:02:00,0,0,0,1,0,0,0,Senin
6:03:00,0,1,0,0,0,0,0,Senin
6:04:00,0,0,0,1,0,0,0,Senin
6:05:00,0,0,0,0,0,1,0,Senin
6:06:00,0,0,0,0,0,0,0,Senin
6:07:00,0,0,0,0,0,0,0,Senin
6:08:00,1,0,0,0,0,0,0,Senin
6:09:00,1,0,0,0,0,0,0,Senin
6:10:00,0,1,0,0,0,1,0,Senin
6:11:00,0,0,0,0,0,0,0,Senin
6:12:00,1,0,1,0,0,0,0,Senin
6:13:00,1,1,0,0,0,0,0,Senin
6:14:00,1,0,0,0,0,0,0,Senin
6:15:00,0,0,0,0,0,0,1,Senin
6:16:00,0,1,0,1,0,0,0,Senin
6:17:00,1,0,0,0,0,0,0,Senin
6:18:00,0,0,0,0,1,0,0,Senin
6:19:00,0,0,0,1,0,0,0,Senin
6:20:00,0,0,0,0,0,1,0,Senin
6:21:00,0,1,0,0,0,1,0,Senin
6:22:00,0,0,0,0,0,0,0,Senin
6:23:00,0,1,0,0,0,0,0,Senin
6:24:00,0,0,0,0,0,0,0,Senin
6:25:00,0,0,0,0,0,0,0,Senin
6:26:00,0,0,0,1,1,0,0,Senin
6:27:00,1,0,0,0,1,0,0,Senin
6:28:00,0,0,0,0,0,0,0,Senin
6:29:00,0,0,0,0,0,0,0,Senin
6:30:00,0,0,0,0,0,0,0,Senin
6:31:00,0,1,0,1,0,0,0,Senin
6:32:00,0,0,1,0,0,0,0,Senin
6:33:00,0,0,0,0,0,0,0,Senin
6:34:00,1,0,0,0,0,0,1,Senin
6:35:00,0,1,0,0,0,0,1,Senin
6:36:00,0,1,0,0,0,0,0,Senin
6:37:00,0,0,0,0,1,0,0,Senin
6:38:00,0,0,0,0,0,0,0,Senin
6:39:00,0,1,0,0,0,0,0,Senin
6:40:00,0,1,0,1,1,0,0,Senin
6:41:00,1,0,1,0,0,0,1,Senin
6:42:00,0,1,0,0,0,0,0,Senin
6:43:00,0,0,0,0,0,1,1,Senin
6:44:00,0,0,0,1,0,0,0,Senin
6:45:00,1,1,0,0,0,0,0,Senin
6:46:00,0,0,1,0,0,0,0,Senin
6:47:00,1,0,0,0,1,0,0,Senin
6:48:00,0,0,1,0,0,0,0,Senin
6:49:00,1,1,0,0,0,0,0,Senin
6:50:00,0,0,0,0,0,0,0,Senin
6:51:00,0,0,0,0,1,0,0,Senin
6:52:00,0,0,0,0,0,1,0,Senin
6:53:00,0,0,0,0,0,0,0,Senin
6:54:00,1,0,0,0,0,0,1,Senin
6:55:00,0,0,0,0,0,0,0,Senin
6:56:00,0,0,0,0,0,0,0,Senin
6:57:00,1,1,1,1,0,0,0,Senin
6:58:00,0,0,1,0,0,0,0,Senin
6:59:00,0,0,0,0,0,0,1,Senin
7:00:00,0,0,1,1,0,0,0,Senin
7:01:00,0,1,1,1,1,0,0,Senin
7:02:00,0,1,0,0,0,0,0,Senin
7:03:00,0,1,1,1,0,1,1,Senin
7:04:00,0,0,1,1,0,0,0,Senin
7:05:00,0,0,0,0,0,0,0,Senin
7:06:00,1,1,1,1,0,0,1,Senin
7:07:00,0,1,0,1,0,0,1,Senin
7:08:00,0,0,1,1,1,0,1,Senin
7:09:00,0,0,0,0,0,1,0,Senin
7:10:00,0,0,1,1,0,0,1,Senin
7:11:00,0,0,1,1,0,0,0,Senin
7:12:00,0,0,0,0,0,0,1,Senin
7:13:00,0,0,0,0,0,0,1,Senin
7:14:00,1,0,0,1,0,1,0,Senin
7:15:00,0,0,0,0,1,1,0,Senin
7:16:00,0,0,0,1,0,1,1,Senin
7:17:00,0,0,0,1,1,0,0,Senin
7:18:00,0,0,1,1,0,0,0,Senin
7:19:00,1,0,1,0,0,1,0,Senin
7:20:00,1,0,0,0,0,1,0,Senin
7:21:00,0,0,0,1,0,1,0,Senin
7:22:00,0,0,1,0,1,1,1,Senin
7:23:00,0,0,0,0,0,1,1,Senin
7:24:00,1,0,0,0,1,1,1,Senin
7:25:00,0,1,1,0,0,1,0,Senin
7:26:00,0,1,0,1,1,0,1,Senin
7:27:00,1,1,0,1,1,1,0,Senin
7:28:00,0,1,1,0,0,0,1,Senin
7:29:00,1,1,0,0,1,0,1,Senin
7:30:00,0,1,0,1,0,0,0,Senin
7:31:00,1,1,1,0,0,1,0,Senin
7:32:00,0,1,1,1,0,1,0,Senin
7:33:00,1,0,0,0,0,1,1,Senin
7:34:00,0,0,0,0,0,1,0,Senin
7:35:00,1,1,1,1,0,0,0,Senin
7:36:00,0,0,0,1,0,0,0,Senin
7:37:00,0,0,0,1,0,0,0,Senin
7:38:00,1,0,0,1,0,1,0,Senin
7:39:00,1,1,0,0,1,1,0,Senin
7:40:00,0,1,1,0,1,0,1,Senin
7:41:00,1,0,1,0,0,0,0,Senin
7:42:00,0,0,1,0,0,1,0,Senin
7:43:00,0,0,0,0,1,1,1,Senin
7:44:00,0,0,0,1,0,1,0,Senin
7:45:00,0,1,0,0,0,1,0,Senin
7:46:00,0,0,1,1,0,0,0,Senin
7:47:00,0,1,1,0,0,1,0,Senin
7:48:00,1,1,1,1,0,0,0,Senin
7:49:00,0,0,0,0,0,0,0,Senin
7:50:00,0,0,0,0,0,0,0,Senin
7:51:00,1,0,0,0,0,0,1,Senin
7:52:00,0,0,0,0,0,1,0,Senin
7:53:00,0,1,0,0,0,0,0,Senin
7:54:00,1,0,0,0,1,0,0,Senin
7:55:00,0,0,0,1,0,1,0,Senin
7:56:00,0,1,1,0,1,1,1,Senin
7:57:00,0,0,0,0,0,1,0,Senin
7:58:00,0,0,0,0,0,0,0,Senin
7:59:00,0,0,0,0,0,0,0,Senin
8:00:00,0,0,1,1,0,0,1,Senin
8:01:00,1,0,1,0,0,1,0,Senin
8:02:00,1,0,0,1,1,0,0,Senin
8:03:00,1,1,1,0,0,1,0,Senin
8:04:00,1,1,0,1,0,1,1,Senin
8:05:00,1,1,1,1,0,1,0,Senin
8:06:00,1,1,0,0,1,1,0,Senin
8:07:00,0,0,0,1,1,0,0,Senin
8:08:00,1,1,0,0,1,1,0,Senin
8:09:00,0,1,1,0,0,0,1,Senin
8:10:00,0,0,0,1,1,0,1,Senin
8:11:00,0,0,0,0,1,0,1,Senin
8:12:00,0,1,1,1,0,1,0,Senin
8:13:00,0,1,0,1,0,0,1,Senin
8:14:00,1,1,1,1,1,0,0,Senin
8:15:00,0,1,1,1,0,0,1,Senin
8:16:00,1,0,1,0,1,0,0,Senin
8:17:00,1,1,0,1,1,1,0,Senin
8:18:00,1,1,1,1,0,1,0,Senin
8:19:00,0,0,0,1,0,0,0,Senin
8:20:00,1,1,1,1,0,1,1,Senin
8:21:00,0,0,0,0,1,0,0,Senin
8:22:00,1,0,0,1,1,1,1,Senin
8:23:00,0,0,1,1,0,0,1,Senin
8:24:00,1,0,1,0,1,0,0,Senin
8:25:00,1,1,0,0,1,0,0,Senin
8:26:00,0,0,1,1,1,0,1,Senin
8:27:00,1,1,0,1,1,0,0,Senin
8:28:00,1,0,1,1,0,0,1,Senin
8:29:00,1,0,0,0,1,1,0,Senin
8:30:00,1,1,1,1,1,1,0,Senin
8:31:00,0,0,1,0,1,1,0,Senin
8:32:00,1,0,1,1,0,1,1,Senin
8:33:00,0,0,0,1,0,1,0,Senin
8:34:00,1,1,1,1,0,0,0,Senin
8:35:00,1,1,0,1,0,1,1,Senin
8:36:00,0,1,1,1,1,0,1,Senin
8:37:00,1,0,0,1,0,0,1,Senin
8:38:00,1,1,1,0,0,0,1,Senin
8:39:00,1,0,0,0,0,1,0,Senin
8:40:00,1,1,0,1,0,1,1,Senin
8:41:00,1,1,1,0,1,1,1,Senin
8:42:00,1,1,1,1,1,0,1,Senin
8:43:00,0,1,1,0,0,1,0,Senin
8:44:00,1,0,1,0,1,0,1,Senin
8:45:00,1,0,0,1,0,1,1,Senin
8:46:00,0,0,1,1,0,0,0,Senin
8:47:00,0,1,0,1,0,1,0,Senin
8:48:00,1,1,1,0,0,0,1,Senin
8:49:00,1,1,0,1,0,1,0,Senin
8:50:00,1,0,0,1,1,1,1,Senin
8:51:00,0,1,0,1,0,1,1,Senin
8:52:00,1,1,0,1,1,1,0,Senin
8:53:00,0,0,1,0,1,0,1,Senin
8:54:00,1,1,1,1,1,0,0,Senin
8:55:00,0,0,1,1,1,0,1,Senin
8:56:00,1,0,0,0,1,1,0,Senin
8:57:00,1,1,0,1,1,1,0,Senin
8:58:00,0,1,0,1,1,1,1,Senin
8:59:00,1,1,0,1,1,1,0,Senin
9:00:00,0,0,1,0,1,0,1,Senin
9:01:00,0,1,0,0,0,1,1,Senin
9:02:00,0,1,1,1,1,1,1,Senin
9:03:00,1,0,1,1,1,1,0,Senin
9:04:00,1,0,0,0,0,0,0,Senin
9:05:00,0,1,1,0,0,1,0,Senin
9:06:00,0,1,0,0,1,1,1,Senin
9:07:00,1,1,1,0,0,0,1,Senin
9:08:00,1,0,0,1,1,0,0,Senin
9:09:00,0,1,0,0,0,1,1,Senin
9:10:00,1,0,0,1,0,1,1,Senin
9:11:00,1,1,1,1,1,1,0,Senin
9:12:00,1,1,0,0,1,1,0,Senin
9:13:00,0,0,1,0,1,1,0,Senin
9:14:00,0,1,1,1,0,1,1,Senin
9:15:00,1,1,1,0,0,1,1,Senin
9:16:00,1,0,0,1,0,0,0,Senin
9:17:00,0,0,0,1,0,0,0,Senin
9:18:00,1,1,1,0,1,1,0,Senin
9:19:00,0,1,0,0,0,0,1,Senin
9:20:00,1,1,1,1,1,1,1,Senin
9:21:00,1,1,1,0,0,1,1,Senin
9:22:00,1,1,1,0,1,1,1,Senin
9:23:00,1,1,0,1,1,0,0,Senin
9:24:00,1,1,1,0,1,1,0,Senin
9:25:00,0,1,1,1,1,1,0,Senin
9:26:00,0,1,1,1,1,0,1,Senin
9:27:00,0,1,1,1,1,1,0,Senin
9:28:00,1,1,1,0,1,0,0,Senin
9:29:00,0,1,1,1,0,1,1,Senin
9:30:00,0,1,1,1,0,0,0,Senin
9:31:00,1,0,1,0,1,0,1,Senin
9:32:00,1,0,1,0,1,1,1,Senin
9:33:00,1,0,1,1,1,1,1,Senin
9:34:00,1,1,1,1,1,0,0,Senin
9:35:00,1,1,0,1,0,0,0,Senin
9:36:00,1,1,1,1,1,1,1,Senin
9:37:00,1,0,1,1,1,1,0,Senin
9:38:00,0,0,1,1,1,0,1,Senin
9:39:00,0,1,0,1,1,1,0,Senin
